name,algoritmo,modelo,modalidad,n,k,target_cardinality,cardinality_pred,Execution_Time,ARI,AMI,NMI,Silhouette_mean,Error_Card_Pct
fashionmnist,MILP-KM,CLIP,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,126.70429429999784,0.5398885249249249,0.6342842091269859,0.6349287720801012,0.2359326829495639,0.0
mnist,MILP-KM,CLIP,imagen,10000,10,980 1135 1032 1010 982 892 958 1028 974 1009,980 1135 1032 1010 982 892 958 1028 974 1009,125.30111970000144,0.3872839423375961,0.4849173907499419,0.4858259064690106,0.1750400470557513,0.0
orl,K-MeansPSO,CLIP,imagen,400,40,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,0.6943596999990405,0.1849487179487179,0.3363023321507079,0.6102147892432469,-0.1863646013132712,0.0
semeion,K-MeansPSO,CLIP,imagen,1593,10,161 162 159 159 161 159 161 158 155 158,161 162 159 159 161 159 161 158 155 158,7.816415100001905,0.0003777256669141,0.0009126503026829,0.0120921933458671,-0.0710337693250286,0.0
retinamnist,K-MeansPSO,CLIP,imagen,1600,5,714 186 326 282 92,714 186 326 282 92,6.87458009999682,-0.0073913333922175,0.0001056366355075,0.0037017697540422,-0.0251412408747024,0.0
digits,K-MeansPSO,CLIP,imagen,1797,10,178 182 177 183 181 182 181 179 174 180,178 182 177 183 181 182 181 179 174 180,8.920484000002034,0.0010821133203379,0.0021521331687745,0.012034720080717,-0.068050496039842,0.0
dermamnist,K-MeansPSO,CLIP,imagen,2005,7,66 103 220 23 223 1341 29,66 103 220 23 223 1341 29,14.22971310000139,0.0095794472188817,-0.0009303134087482,0.0074631248639311,-0.03584408139141,0.0
lfw,K-MeansPSO,CLIP,imagen,2370,34,39 35 36 77 42 236 31 121 530 109 44 30 39 71 52 55 42 53 31 60 32 41 41 48 33 37 30 32 52 33 33 144 32 49,39 35 36 77 42 236 31 121 530 109 44 30 39 71 52 55 42 53 31 60 32 41 41 48 33 37 30 32 52 33 33 144 32 49,19.125560100001167,0.0079689040112892,0.0034170571913174,0.0841905173933378,-0.0791399148891778,0.0
bloodmnist,K-MeansPSO,CLIP,imagen,3421,8,244 624 311 579 243 284 666 470,244 624 311 579 243 284 666 470,31.54373140000098,0.00053182415468,-2.380924210255528e-05,0.0035716384436912,-0.0331089114321034,0.0
stl10,K-MeansPSO,CLIP,imagen,5000,10,500 500 500 500 500 500 500 500 500 500,500 500 500 500 500 500 500 500 500 500,55.23150610000448,0.0008224539746158,0.0016723048251092,0.0051986143977534,-0.0179900944036514,0.0
pathmnist,K-MeansPSO,CLIP,imagen,7180,9,1338 847 339 634 1035 592 741 421 1233,1338 847 339 634 1035 592 741 421 1233,124.5304957000044,0.0004242885239513,0.0008609620729164,0.0029768376534386,-0.0304988357211871,0.0
oxfordpet,K-MeansPSO,CLIP,imagen,7349,37,198 200 200 200 200 200 200 184 199 200 200 190 196 200 200 200 200 200 199 200 200 200 196 200 200 200 200 200 200 200 199 200 199 200 189 200 200,198 200 200 200 200 200 200 184 199 200 200 190 196 200 200 200 200 200 199 200 200 200 196 200 200 200 200 200 200 200 199 200 199 200 189 200 200,101.2792644000001,0.0803576472816241,0.3014554371010239,0.3192589380502308,-0.0813709390454451,0.0
organcmnist,K-MeansPSO,CLIP,imagen,8216,11,828 431 421 421 727 735 1835 549 557 750 962,828 431 421 421 727 735 1835 549 557 750 962,181.8475788999931,0.0009495770228132,0.0002237767719735,0.0028936078043281,-0.0297950099586286,0.0
organsmnist,K-MeansPSO,CLIP,imagen,8827,11,811 439 445 510 704 693 2078 397 439 1343 968,811 439 445 510 704 693 2078 397 439 1343 968,204.09240829999908,0.0001986208872801,0.0001070599922589,0.0026433370652816,-0.0195323070960573,0.0
usps,K-MeansPSO,CLIP,imagen,9298,10,1553 1269 929 824 852 716 834 792 708 821,1553 1269 929 824 852 716 834 792 708 821,218.28346330000204,0.0004746670840633,0.0013017722243515,0.0032240747111186,-0.0367924986032386,0.0
cifar100,K-MeansPSO,CLIP,imagen,9998,20,499 500 500 500 500 500 500 500 500 500 500 500 500 500 499 500 500 500 500 500,499 500 500 500 500 500 500 500 500 500 500 500 500 500 499 500 500 500 500 500,259.70949459999974,0.000225721715623,0.0007130658539354,0.0067812200739686,-0.016201883094522,0.0
cifar10,K-MeansPSO,CLIP,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,254.16007009999885,0.0004258488488488,0.0008638878412008,0.0026248348363521,-0.0178843576036002,0.0
fashionmnist,K-MeansPSO,CLIP,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,247.62236450001365,0.0003237569569569,0.0006555245028982,0.002416838732093,-0.019671072410205,0.0
mnist,K-MeansPSO,CLIP,imagen,10000,10,980 1135 1032 1010 982 892 958 1028 974 1009,980 1135 1032 1010 982 892 958 1028 974 1009,263.16049479998765,0.0001062999161201,0.0001850809437717,0.0019485797569902,-0.0237389870563383,0.0
orl,SCK,CLIP,imagen,400,40,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,0.4172086999969906,0.4162777777777778,0.5510235867961925,0.7363191490297718,0.1290102776181242,0.0
semeion,SCK,CLIP,imagen,1593,10,161 162 159 159 161 159 161 158 155 158,161 162 159 159 161 159 161 158 155 158,0.6257342999961111,0.1925074497150955,0.2906462031226523,0.2985836985853253,0.0411478435694346,0.0
retinamnist,SCK,CLIP,imagen,1600,5,714 186 326 282 92,714 186 326 282 92,0.2987653999953181,0.0484941731787866,0.0461350242191973,0.0495656120449686,0.030582840093964,0.0
digits,SCK,CLIP,imagen,1797,10,178 182 177 183 181 182 181 179 174 180,178 182 177 183 181 182 181 179 174 180,0.8039547999942442,0.1416084242163422,0.2390623365848098,0.2465985881951397,0.0253455012212514,0.0
dermamnist,SCK,CLIP,imagen,2005,7,66 103 220 23 223 1341 29,66 103 220 23 223 1341 29,0.5407647999963956,-0.1276521497133757,0.0508782799618577,0.0588372701769399,-0.0652281339430789,0.0
lfw,SCK,CLIP,imagen,2370,34,39 35 36 77 42 236 31 121 530 109 44 30 39 71 52 55 42 53 31 60 32 41 41 48 33 37 30 32 52 33 33 144 32 49,39 35 36 77 42 236 31 121 530 109 44 30 39 71 52 55 42 53 31 60 32 41 41 48 33 37 30 32 52 33 33 144 32 49,5.8781583999953,0.093799503203764,0.3583601056761296,0.4103652848156919,-0.0726049956929442,0.0
bloodmnist,SCK,CLIP,imagen,3421,8,244 624 311 579 243 284 666 470,244 624 311 579 243 284 666 470,1.4075257000004058,0.1070019399191898,0.1577629254607412,0.1607910727033923,0.056597125539643,0.0
stl10,SCK,CLIP,imagen,5000,10,500 500 500 500 500 500 500 500 500 500,500 500 500 500 500 500 500 500 500 500,3.753925800003344,0.4523206466265865,0.5570765210872312,0.5586410227144902,0.0946104627753584,0.0
pathmnist,SCK,CLIP,imagen,7180,9,1338 847 339 634 1035 592 741 421 1233,1338 847 339 634 1035 592 741 421 1233,5.249207000000752,0.252194390220079,0.3329846724780641,0.3343972100626886,0.0485167304914529,0.0
oxfordpet,SCK,CLIP,imagen,7349,37,198 200 200 200 200 200 200 184 199 200 200 190 196 200 200 200 200 200 199 200 200 200 196 200 200 200 200 200 200 200 199 200 199 200 189 200 200,198 200 200 200 200 200 200 184 199 200 200 190 196 200 200 200 200 200 199 200 200 200 196 200 200 200 200 200 200 200 199 200 199 200 189 200 200,39.59855750000133,0.2054393178981224,0.4467531212556498,0.4608534834286716,-0.0006303666223791,0.0
organcmnist,SCK,CLIP,imagen,8216,11,828 431 421 421 727 735 1835 549 557 750 962,828 431 421 421 727 735 1835 549 557 750 962,8.925886700002593,0.0830518286288233,0.1973842542172357,0.1995275822694157,0.0310672282259711,0.0
organsmnist,SCK,CLIP,imagen,8827,11,811 439 445 510 704 693 2078 397 439 1343 968,811 439 445 510 704 693 2078 397 439 1343 968,8.734440799991717,0.0991605034574797,0.1708871425045686,0.1729902275922558,0.0520566202816315,0.0
usps,SCK,CLIP,imagen,9298,10,1553 1269 929 824 852 716 834 792 708 821,1553 1269 929 824 852 716 834 792 708 821,7.491674100005184,0.2603462951528792,0.4181326940065366,0.4192526769384889,0.1190737844352491,0.0
cifar100,SCK,CLIP,imagen,9998,20,499 500 500 500 500 500 500 500 500 500 500 500 500 500 499 500 500 500 500 500,499 500 500 500 500 500 500 500 500 500 500 500 500 500 499 500 500 500 500 500,24.12760690000141,0.1394283345415146,0.2963512053964001,0.3006241016552148,-0.0009110444065557,0.0
cifar10,SCK,CLIP,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,9.487963599996874,0.3687880746746746,0.4873666480540676,0.4882701487380465,0.081311467558531,0.0
fashionmnist,SCK,CLIP,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,9.21333909999521,0.3246132022022022,0.4615840253069014,0.4625329670789376,0.1556228955643892,0.0
mnist,SCK,CLIP,imagen,10000,10,980 1135 1032 1010 982 892 958 1028 974 1009,980 1135 1032 1010 982 892 958 1028 974 1009,9.496292599986193,0.2292695782697613,0.3271013123804012,0.3282881880855103,0.0704766568875418,0.0
orl,K-MeansACO,BLIP,imagen,400,40,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,11.096100099995963,0.6413547008547008,0.726750736087576,0.8395225309916005,0.1864026896493436,0.0
semeion,K-MeansACO,BLIP,imagen,1593,10,161 162 159 159 161 159 161 158 155 158,161 162 159 159 161 159 161 158 155 158,51.72065970000404,0.2202099159993239,0.3165677819676005,0.3242152213040177,0.1151665433881459,0.0
retinamnist,K-MeansACO,BLIP,imagen,1600,5,714 186 326 282 92,714 186 326 282 92,52.40666699998837,0.1174153114830356,0.0481844547428834,0.0516076717650474,0.0770940182113709,0.0
digits,K-MeansACO,BLIP,imagen,1797,10,178 182 177 183 181 182 181 179 174 180,178 182 177 183 181 182 181 179 174 180,58.8411511000013,0.3487260338983184,0.4361767634298437,0.4417608131869194,0.1420062107404756,0.0
dermamnist,K-MeansACO,BLIP,imagen,2005,7,66 103 220 23 223 1341 29,66 103 220 23 223 1341 29,71.09451109998918,0.0725531030944419,0.041988097307972,0.0500216373676725,-0.0513387291435966,0.0
lfw,K-MeansACO,BLIP,imagen,2370,34,39 35 36 77 42 236 31 121 530 109 44 30 39 71 52 55 42 53 31 60 32 41 41 48 33 37 30 32 52 33 33 144 32 49,39 35 36 77 42 236 31 121 530 109 44 30 39 71 52 55 42 53 31 60 32 41 41 48 33 37 30 32 52 33 33 144 32 49,93.4015250000084,0.1441613157638833,0.309679176543746,0.365629965148377,-0.0916641331207681,0.0
bloodmnist,K-MeansACO,BLIP,imagen,3421,8,244 624 311 579 243 284 666 470,244 624 311 579 243 284 666 470,140.322754000008,0.2336343459808482,0.2812518299534207,0.2838359898711941,-0.002930676013357,0.0
stl10,K-MeansACO,BLIP,imagen,5000,10,500 500 500 500 500 500 500 500 500 500,500 500 500 500 500 500 500 500 500 500,244.0818145999947,0.9543124125584502,0.9485753859570228,0.9487570288280418,0.1848478876579179,0.0
pathmnist,K-MeansACO,BLIP,imagen,7180,9,1338 847 339 634 1035 592 741 421 1233,1338 847 339 634 1035 592 741 421 1233,440.9596347000042,0.2376603806140831,0.3713075895235106,0.3726389707112045,0.0595019447530492,0.0
oxfordpet,K-MeansACO,BLIP,imagen,7349,37,198 200 200 200 200 200 200 184 199 200 200 190 196 200 200 200 200 200 199 200 200 200 196 200 200 200 200 200 200 200 199 200 199 200 189 200 200,198 200 200 200 200 200 200 184 199 200 200 190 196 200 200 200 200 200 199 200 200 200 196 200 200 200 200 200 200 200 199 200 199 200 189 200 200,548.1561953000055,0.3507956700841301,0.5775306527899201,0.5882979449907948,0.0498688285660341,0.0
organcmnist,K-MeansACO,BLIP,imagen,8216,11,828 431 421 421 727 735 1835 549 557 750 962,828 431 421 421 727 735 1835 549 557 750 962,542.6665758000017,0.1254184976162749,0.2147497384617967,0.2168466932279845,0.0272961205492375,0.0
organsmnist,K-MeansACO,BLIP,imagen,8827,11,811 439 445 510 704 693 2078 397 439 1343 968,811 439 445 510 704 693 2078 397 439 1343 968,652.1531765999971,0.0986867263070294,0.1854648678298842,0.1875309758082829,0.0188461932248721,0.0
usps,K-MeansACO,BLIP,imagen,9298,10,1553 1269 929 824 852 716 834 792 708 821,1553 1269 929 824 852 716 834 792 708 821,696.0601783999882,0.522838012134884,0.5888352873546259,0.5896267005439227,0.2412362678205375,0.0
cifar100,K-MeansACO,BLIP,imagen,9998,20,499 500 500 500 500 500 500 500 500 500 500 500 500 500 499 500 500 500 500 500,499 500 500 500 500 500 500 500 500 500 500 500 500 500 499 500 500 500 500 500,833.6247436999984,0.2819674615497868,0.4231358140837128,0.4266388127966353,0.0219999983292118,0.0
cifar10,K-MeansACO,BLIP,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,798.4020997000043,0.677357147947948,0.7178086647302265,0.7183060183718915,0.1320477057556479,0.0
fashionmnist,K-MeansACO,BLIP,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,761.0492194000108,0.3949389461461461,0.4778922835827318,0.4788124825457978,0.1398728554284715,0.0
mnist,K-MeansACO,BLIP,imagen,10000,10,980 1135 1032 1010 982 892 958 1028 974 1009,980 1135 1032 1010 982 892 958 1028 974 1009,779.3198959000001,0.4104890086575073,0.4969816521916852,0.4978688886616355,0.1557091555778139,0.0
orl,K-MeansBA,BLIP,imagen,400,40,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,5.728207400010433,0.6214615384615385,0.7178825998477728,0.8343143337646122,0.2006929176544581,0.0
semeion,K-MeansBA,BLIP,imagen,1593,10,161 162 159 159 161 159 161 158 155 158,161 162 159 159 161 159 161 158 155 158,23.291957900000853,0.1939339594220392,0.2940895504099524,0.3019885156588031,0.0953940924128053,0.0
retinamnist,K-MeansBA,BLIP,imagen,1600,5,714 186 326 282 92,714 186 326 282 92,22.41197620000457,0.1112214806156313,0.056470872971696,0.0598642877826281,0.04681793106756,0.0
digits,K-MeansBA,BLIP,imagen,1797,10,178 182 177 183 181 182 181 179 174 180,178 182 177 183 181 182 181 179 174 180,27.89808909999556,0.3373923746345377,0.4248524349247188,0.4305486397150328,0.128697944904902,0.0
dermamnist,K-MeansBA,BLIP,imagen,2005,7,66 103 220 23 223 1341 29,66 103 220 23 223 1341 29,41.14710339999874,0.0880744836840604,0.008100565462591,0.0164182740632451,0.0275657466195734,0.0
lfw,K-MeansBA,BLIP,imagen,2370,34,39 35 36 77 42 236 31 121 530 109 44 30 39 71 52 55 42 53 31 60 32 41 41 48 33 37 30 32 52 33 33 144 32 49,39 35 36 77 42 236 31 121 530 109 44 30 39 71 52 55 42 53 31 60 32 41 41 48 33 37 30 32 52 33 33 144 32 49,62.96608519999427,-0.0011274351781233,-0.001156382174873,0.0799877571816492,-0.079069149492941,0.0
bloodmnist,K-MeansBA,BLIP,imagen,3421,8,244 624 311 579 243 284 666 470,244 624 311 579 243 284 666 470,74.56202709999343,0.2637499961753077,0.2793632437127777,0.2819541937819111,0.0068750981937387,0.0
stl10,K-MeansBA,BLIP,imagen,5000,10,500 500 500 500 500 500 500 500 500 500,500 500 500 500 500 500 500 500 500 500,128.12520880000375,0.9563854781563126,0.949888170732458,0.950065176563412,0.1848616170544239,0.0
pathmnist,K-MeansBA,BLIP,imagen,7180,9,1338 847 339 634 1035 592 741 421 1233,1338 847 339 634 1035 592 741 421 1233,256.0026144000003,0.2398200472024158,0.3760595943145327,0.3773809121871982,0.0686387786322357,0.0
oxfordpet,K-MeansBA,BLIP,imagen,7349,37,198 200 200 200 200 200 200 184 199 200 200 190 196 200 200 200 200 200 199 200 200 200 196 200 200 200 200 200 200 200 199 200 199 200 189 200 200,198 200 200 200 200 200 200 184 199 200 200 190 196 200 200 200 200 200 199 200 200 200 196 200 200 200 200 200 200 200 199 200 199 200 189 200 200,367.63469079999777,0.3969714660332766,0.621928286409301,0.631564035464231,0.0667540635052629,0.0
organcmnist,K-MeansBA,BLIP,imagen,8216,11,828 431 421 421 727 735 1835 549 557 750 962,828 431 421 421 727 735 1835 549 557 750 962,332.5234864000085,-0.0015888326219649,-0.0003733966395181,0.0022980291018009,-0.0123213437026719,0.0
organsmnist,K-MeansBA,BLIP,imagen,8827,11,811 439 445 510 704 693 2078 397 439 1343 968,811 439 445 510 704 693 2078 397 439 1343 968,399.0343709000008,0.0629602974218505,0.1615121472677086,0.1636390124867755,-0.0097888452814353,0.0
usps,K-MeansBA,BLIP,imagen,9298,10,1553 1269 929 824 852 716 834 792 708 821,1553 1269 929 824 852 716 834 792 708 821,412.1585927999986,0.4517755766860952,0.5865367786485259,0.5873326160261099,0.1623456244268247,0.0
cifar100,K-MeansBA,BLIP,imagen,9998,20,499 500 500 500 500 500 500 500 500 500 500 500 500 500 499 500 500 500 500 500,499 500 500 500 500 500 500 500 500 500 500 500 500 500 499 500 500 500 500 500,549.8958828000032,0.2709708071037597,0.4100505382783148,0.4136329971231429,0.0150243516808157,0.0
cifar10,K-MeansBA,BLIP,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,498.32852550000825,0.6769667965965966,0.7172828483248432,0.7177811287019227,0.1319930088818165,0.0
fashionmnist,K-MeansBA,BLIP,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,460.4362650000112,4.862042042042042e-05,0.0001165508393487,0.0018788149932252,-0.0094429146790297,0.0
mnist,K-MeansBA,BLIP,imagen,10000,10,980 1135 1032 1010 982 892 958 1028 974 1009,980 1135 1032 1010 982 892 958 1028 974 1009,468.3916243999993,0.4134584340799112,0.5123857160382423,0.513245782431217,0.1483671995416971,0.0
bloodmnist,CSCLP,BLIP,imagen,3421,8,244 624 311 579 243 284 666 470,244 624 311 579 243 284 666 470,3.2935222999985854,0.2417570432568005,0.2958835427926983,0.2984150964049208,0.0422091692905616,0.0
cifar10,CSCLP,BLIP,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,55.80063479999808,0.5574534460460461,0.6239657641912401,0.6246285130895766,0.1172237867466704,0.0
cifar100,CSCLP,BLIP,imagen,9998,20,499 500 500 500 500 500 500 500 500 500 500 500 500 500 499 500 500 500 500 500,499 500 500 500 500 500 500 500 500 500 500 500 500 500 499 500 500 500 500 500,109.6927926999997,0.2119437100702381,0.3671543209194267,0.3709972663707491,0.0232240420771931,0.0
dermamnist,CSCLP,BLIP,imagen,2005,7,66 103 220 23 223 1341 29,66 103 220 23 223 1341 29,1.168131700000231,0.2168698101068261,0.0979586145287451,0.1055228061482104,-0.059305638531937,0.0
digits,CSCLP,BLIP,imagen,1797,10,178 182 177 183 181 182 181 179 174 180,178 182 177 183 181 182 181 179 174 180,1.2332893000020704,0.3422328636428638,0.4497622952718371,0.4552117952607203,0.1749401716801737,0.0
fashionmnist,CSCLP,BLIP,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,40.22312720000264,0.4753030588588589,0.570007790246952,0.5707656384324881,0.2174678835273242,0.0
lfw,CSCLP,BLIP,imagen,2370,34,39 35 36 77 42 236 31 121 530 109 44 30 39 71 52 55 42 53 31 60 32 41 41 48 33 37 30 32 52 33 33 144 32 49,39 35 36 77 42 236 31 121 530 109 44 30 39 71 52 55 42 53 31 60 32 41 41 48 33 37 30 32 52 33 33 144 32 49,10.135823399999936,0.1617743254688734,0.3919438635248305,0.4412270651836413,-0.0165561283799123,0.0
mnist,CSCLP,BLIP,imagen,10000,10,980 1135 1032 1010 982 892 958 1028 974 1009,980 1135 1032 1010 982 892 958 1028 974 1009,49.36690399999861,0.5418530456368146,0.6169416830036668,0.6176173309406411,0.2328785432824854,0.0
organcmnist,CSCLP,BLIP,imagen,8216,11,828 431 421 421 727 735 1835 549 557 750 962,828 431 421 421 727 735 1835 549 557 750 962,27.26270840000143,0.1212454221049569,0.2472582825361282,0.2492684255560774,0.0548671152495676,0.0
organsmnist,CSCLP,BLIP,imagen,8827,11,811 439 445 510 704 693 2078 397 439 1343 968,811 439 445 510 704 693 2078 397 439 1343 968,25.979714199998853,0.0975976755948443,0.1981837797726119,0.2002176256122722,-0.0034701679590575,0.0
orl,CSCLP,BLIP,imagen,400,40,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,0.3796985000008135,0.6595427350427351,0.7481432751657481,0.8520862264167,0.2617048593463923,0.0
